19.0,47.5,47.5,2.0,0
0.0,48.5,48.0,2.0,0
20.0,23.0,48.0,2.0,1
0.0,48.5,48.0,2.0,0
23.0,72.0,48.0,2.0,1
8.0,23.0,48.0,2.0,0
9.0,72.0,24.0,2.0,0
17.0,48.5,48.5,2.0,1
9.0,24.0,24.0,3.0,1
31.0,24.5,48.5,3.0,1
-5.0,24.0,72.0,2.0,0
8.0,24.0,24.5,2.0,1
48.0,23.5,23.5,2.0,0
-5.0,23.5,48.0,3.0,1
4.0,24.0,23.0,2.0,0
-12.0,48.0,48.0,2.0,0
17.0,49.0,49.5,2.0,1
13.0,66.0,42.0,2.0,1
-2.0,24.5,48.0,2.0,1
-5.0,48.0,48.0,2.0,0
4.0,48.0,47.5,2.0,1
-25.0,47.5,47.5,2.0,1
17.0,43.5,44.0,2.0,0
12.0,49.0,49.0,2.0,1
-9.0,49.0,49.0,2.0,0
-20.0,55.0,73.0,2.0,0
-12.0,49.5,73.5,3.0,0
-25.0,97.0,24.0,2.0,1
5.0,49.5,49.0,3.0,0
9.0,52.5,72.5,2.0,1
-16.0,73.0,49.0,3.0,0
6.0,48.0,73.5,3.0,1
9.0,49.5,49.5,2.0,1
-7.0,54.5,72.5,3.0,1
-37.0,24.0,23.5,3.0,1
10.0,24.0,77.0,3.0,1
4.0,23.5,97.0,3.0,0
27.0,24.0,97.0,2.0,1
-23.0,24.0,97.0,4.0,1
-6.0,73.0,23.5,2.0,1
4.0,97.0,24.0,2.0,0
-35.0,24.0,24.0,4.0,0
-14.0,25.0,74.0,4.0,1
-7.0,95.5,47.5,2.0,1
-13.0,72.0,48.0,2.0,0
17.0,121.5,48.0,2.0,1
17.0,48.5,48.0,2.0,1
-16.0,48.0,48.0,2.0,1
-19.0,49.0,25.0,4.0,1
-19.0,72.5,72.0,2.0,1
-6.0,72.5,72.0,2.0,1
-1.0,48.5,48.5,4.0,0
-13.0,48.0,47.5,2.0,0
-2.0,48.5,72.0,5.0,0
40.0,48.0,48.0,2.0,0
-4.0,48.0,47.5,3.0,1
8.0,47.0,72.5,5.0,0
-9.0,47.0,48.5,2.0,0
24.0,48.5,24.5,4.0,0
3.0,24.5,48.5,3.0,0
-7.0,23.0,24.0,5.0,0
-21.0,24.0,48.0,2.0,0
0.0,23.5,23.5,5.0,0
7.0,47.5,24.0,3.0,1
12.0,23.5,23.5,3.0,1
17.0,24.0,23.5,4.0,1
3.0,42.0,42.5,2.0,0
5.0,46.5,47.0,2.0,0
-20.0,47.0,46.5,6.0,0
-5.0,46.5,46.5,2.0,0
-12.0,47.0,47.0,2.0,0
22.0,47.5,48.0,3.0,1
-34.0,46.0,46.5,2.0,0
0.0,24.5,48.0,7.0,1
-7.0,25.5,48.0,3.0,0
