pdiff,is_away_b2b,is_home_b2b,win
0.0,24.0,24.0,1
-15.0,23.5,72.0,24
2.0,72.0,46.5,7
9.0,24.0,72.0,7
2.0,47.0,47.0,-13
11.0,47.5,47.0,-15
3.0,47.5,47.0,-1
9.0,23.0,94.5,11
-21.0,42.0,40.5,-1
-5.0,48.5,48.5,-6
-18.0,46.5,46.5,4
-14.0,46.5,47.0,8
8.0,43.0,42.0,-16
-2.0,47.5,48.0,-5
19.0,24.5,30.0,8
2.0,25.0,24.5,6
-13.0,24.5,48.0,-3
-11.0,48.5,25.0,22
21.0,48.0,72.0,-4
-8.0,47.5,48.0,-22
-7.0,52.5,48.5,-14
-3.0,49.0,48.5,-10
-4.0,49.0,71.5,-10
11.0,24.5,54.5,-9
6.0,24.0,49.0,3
2.0,47.0,49.0,-19
-7.0,48.5,71.5,-5
-17.0,48.0,48.0,-17
7.0,47.5,48.0,-2
-19.0,24.0,24.0,20
-11.0,24.0,48.0,26
-12.0,24.0,95.0,4
2.0,48.0,48.0,1
7.0,48.0,24.0,-5
-11.0,48.0,48.0,-4
2.0,73.5,77.0,7
3.0,47.5,95.0,-2
10.0,25.5,25.5,18
1.0,48.0,47.5,6
8.0,121.0,49.5,-19
15.0,71.5,48.0,5
29.0,72.0,48.0,18
6.0,48.5,48.5,3
-14.0,48.0,48.0,21
-2.0,47.5,48.0,4
-10.0,47.5,48.0,10
3.0,47.5,48.0,3
8.0,48.5,48.0,5
6.0,48.0,48.0,10
3.0,24.0,24.0,9
20.0,24.0,24.0,18
1.0,49.0,47.5,-5
0.0,24.0,46.5,30
0.0,24.0,96.5,-8
3.0,68.5,44.5,33
-8.0,24.0,72.0,28
3.0,23.5,72.0,12
-10.0,24.0,96.0,-21
5.0,22.0,46.0,31
18.0,41.0,89.0,-20
29.0,46.0,45.5,23
-8.0,46.0,68.5,-13
3.0,40.0,63.0,-23
0.0,41.0,41.0,-5
-6.0,31.0,47.0,2
-11.0,31.0,46.5,13
-9.0,47.0,50.5,23
-7.0,47.5,51.5,30
5.0,25.0,71.0,9
-3.0,47.0,47.0,-11
-17.0,25.0,47.0,10
-1.0,47.0,47.0,5
1.0,30.0,47.0,-27
-2.0,49.0,71.0,25
25.0,24.0,71.0,19
8.0,49.0,49.0,2
-11.0,70.0,71.0,3
-13.0,48.0,24.0,-15
1.0,24.5,48.5,12
1.0,78.5,95.5,14
16.0,24.5,48.5,-6
3.0,78.5,48.0,16
4.0,48.5,48.5,-10
5.0,49.0,48.0,-11
-16.0,47.5,24.0,-4
-11.0,47.5,48.0,5
-14.0,78.0,48.0,-4
14.0,73.0,48.0,15
-17.0,48.0,72.0,-11
-7.0,72.5,48.5,21
-24.0,24.0,48.0,41
-8.0,47.5,48.5,-21
-7.0,95.5,48.0,-6
15.0,24.0,48.0,4
8.0,48.0,48.0,16
-23.0,24.0,47.5,7
12.0,48.5,96.0,8
-10.0,24.5,48.5,15
-9.0,47.5,47.0,17
5.0,48.0,48.0,3
-3.0,47.5,48.0,11
-3.0,47.5,48.0,-22
8.0,72.0,47.5,9
-7.0,41.5,65.0,8
-1.0,24.0,47.5,21
-5.0,24.5,24.0,5
3.0,23.5,72.0,-4
-13.0,24.0,48.0,9
3.0,24.5,24.0,11
-13.0,42.5,42.5,8
-16.0,47.5,47.0,28
6.0,95.0,46.5,2
-7.0,41.5,24.0,-9
10.0,23.5,47.0,4
4.0,42.5,42.5,5
-12.0,43.5,43.0,-32
-9.0,47.0,47.0,-2
-8.0,41.5,42.0,6
22.0,28.5,72.0,40
3.0,72.0,54.5,-11
1.0,25.0,47.5,33
-4.0,25.0,48.0,18
6.0,48.0,30.0,-4
-9.0,48.5,29.5,-10
-9.0,25.0,48.0,15
-29.0,25.0,54.0,-33
-14.0,55.0,49.0,2
-7.0,54.0,48.5,35
2.0,48.5,48.0,-3
6.0,48.0,95.5,-23
9.0,48.0,48.0,-4
-2.0,49.0,49.5,3
5.0,96.0,77.5,-6
-9.0,48.0,73.5,19
10.0,24.5,79.0,8
-5.0,48.0,77.0,-7
-20.0,49.0,48.5,-12
-6.0,48.0,73.0,12
10.0,23.0,96.0,5
9.0,48.0,23.5,8
13.0,101.0,97.0,8
-1.0,120.0,24.0,-4
-5.0,48.5,48.0,-2
24.0,47.5,71.0,3
8.0,48.0,48.5,6
9.0,47.5,46.5,20
12.0,48.5,48.0,38
-1.0,48.0,48.0,-17
-7.0,48.0,72.0,8
-2.0,48.5,48.0,12
-4.0,48.5,47.5,-6
8.0,23.5,48.0,8
6.0,48.0,47.0,10
11.0,24.0,48.0,-6
-18.0,46.5,72.0,2
-12.0,24.0,72.0,11
14.0,23.5,23.5,8
7.0,24.5,24.0,12
2.0,24.0,24.0,4
-27.0,24.5,24.0,-8
1.0,47.5,48.0,-17
21.0,23.0,46.5,-16
20.0,47.0,46.5,10
-3.0,47.5,47.0,18
-10.0,46.0,46.0,7
-7.0,94.5,46.5,6
-12.0,46.5,47.0,-3
6.0,48.0,48.0,9
3.0,41.0,40.5,-3
13.0,24.5,48.5,-8
10.0,47.5,48.0,1
19.0,31.0,47.5,-12
-1.0,25.0,47.5,7
-20.0,72.5,48.5,7
18.0,24.5,26.5,-8
5.0,25.0,48.0,-5
13.0,49.0,49.0,12
-3.0,49.0,72.0,-25
-21.0,49.0,48.0,1
-14.0,47.5,55.0,3
-18.0,47.5,73.0,3
-9.0,24.0,48.0,1
6.0,24.0,120.0,14
-7.0,95.5,48.0,10
6.0,72.0,96.0,-6
-19.0,24.0,74.0,19
-34.0,48.0,73.0,-17
13.0,47.5,72.5,4
-14.0,24.5,48.0,4
-5.0,24.0,48.0,11
18.0,24.0,24.0,-18
10.0,48.0,95.5,-6
-4.0,24.0,48.0,-16
-1.0,24.0,97.0,28
8.0,72.0,71.5,-10
-7.0,25.0,49.0,5
-16.0,48.5,48.5,-5
0.0,24.5,48.5,5
4.0,48.0,48.0,1
-13.0,48.0,48.0,-19
5.0,48.0,48.0,-12
6.0,48.0,48.0,12
-2.0,47.5,48.0,25
7.0,47.5,48.0,13
-6.0,48.0,48.0,7
-6.0,48.0,48.0,-9
2.0,25.0,97.5,-11
-17.0,48.0,48.0,8
17.0,72.0,23.5,7
16.0,48.0,72.5,7
11.0,24.5,24.5,6
10.0,24.0,24.0,17
-8.0,24.5,24.5,6
-6.0,46.5,46.0,11
8.0,47.0,47.0,-6
15.0,46.0,46.5,5
-6.0,41.5,40.0,-5
4.0,47.0,47.0,-14
4.0,47.0,47.0,12
-23.0,47.0,94.5,16
-11.0,22.5,47.0,8
-2.0,42.5,44.0,9
-6.0,41.0,40.5,17
-6.0,47.0,23.0,4
-15.0,55.0,49.0,-7
-3.0,72.0,49.5,17
8.0,55.0,72.0,3
9.0,49.0,49.0,10
10.0,71.5,54.5,-7
8.0,52.5,49.5,-3
-2.0,52.5,55.0,-1
-9.0,71.5,72.0,-1
17.0,72.0,49.0,2
-14.0,49.5,49.5,13
16.0,71.5,49.0,6
-27.0,71.5,49.0,-21
-9.0,49.0,49.0,2
-6.0,24.0,24.0,-9
-5.0,24.5,73.5,-8
1.0,24.5,24.5,7
17.0,24.0,24.5,8
2.0,24.0,73.0,24
6.0,25.0,74.0,-5
-26.0,24.0,24.0,-10
-5.0,23.5,73.0,8
-11.0,24.0,24.0,4
12.0,23.5,23.5,-5
8.0,24.0,24.5,32
-9.0,24.0,23.5,-8
22.0,47.5,48.0,16
12.0,49.5,49.0,-11
3.0,48.5,24.5,16
-8.0,24.5,48.5,-11
-6.0,48.5,48.0,11
11.0,47.5,48.0,10
6.0,72.0,48.0,12
-2.0,47.5,72.0,5
-4.0,48.5,47.5,9
14.0,48.0,47.5,-23
-11.0,48.0,48.0,12
-10.0,47.5,48.0,15
-2.0,48.0,48.0,5
-10.0,47.5,22.5,7
18.0,72.0,24.0,24
1.0,24.0,72.5,21
-19.0,24.0,24.0,7
6.0,47.0,72.0,9
4.0,24.0,23.5,32
-1.0,46.5,46.5,-11
-13.0,47.5,47.0,25
17.0,47.0,94.5,-1
8.0,48.0,48.0,-1
4.0,47.5,47.5,-14
-5.0,46.0,46.0,22
1.0,44.0,44.0,23
-11.0,41.5,90.0,-3
0.0,47.0,47.0,7
-8.0,27.5,48.0,-8
-11.0,25.0,48.0,23
-8.0,48.0,25.5,-9
7.0,25.0,48.0,-7
-10.0,25.0,47.5,7
0.0,25.0,25.0,-2
1.0,47.5,26.0,-12
-8.0,30.0,72.0,-10
26.0,48.0,24.5,8
4.0,24.5,25.0,-8
-3.0,27.5,48.0,1
-8.0,72.0,49.0,9
-31.0,55.0,49.0,-13
-8.0,50.0,96.0,13
9.0,24.0,49.0,10
12.0,49.0,49.0,11
17.0,48.0,23.0,5
17.0,49.0,48.5,7
-2.0,48.0,47.5,32
27.0,24.5,48.5,24
9.0,24.5,96.0,7
-20.0,47.5,48.0,-19
1.0,48.0,48.0,-4
12.0,73.0,49.0,18
-3.0,48.5,49.0,-4
6.0,24.0,48.5,3
0.0,24.0,48.5,-8
4.0,49.0,49.0,-18
-4.0,47.0,47.0,4
0.0,0.0,0.0,-11
10.0,0.0,0.0,-19
-22.0,0.0,0.0,-1
-9.0,0.0,0.0,2
-15.0,0.0,0.0,8
10.0,0.0,0.0,1
9.0,0.0,0.0,-8
-5.0,0.0,30.0,-22
-5.0,29.5,24.0,8
-7.0,0.0,0.0,12
-8.0,24.0,0.0,-4
3.0,0.0,24.0,9
11.0,0.0,0.0,-1
-13.0,0.0,0.0,4
0.0,29.0,0.0,9
10.0,0.0,0.0,13
-8.0,0.0,0.0,-6
-2.0,0.0,24.5,25
1.0,56.0,54.5,8
7.0,24.5,24.5,3
12.0,0.0,24.5,-36
-10.0,24.0,24.0,22
-4.0,48.5,24.0,18
4.0,23.0,48.0,-1
4.0,23.5,47.5,17
-8.0,48.5,48.5,-16
26.0,79.5,48.0,14
2.0,48.0,47.5,-3
3.0,23.0,48.0,19
11.0,48.0,48.0,-20
1.0,72.0,48.0,25
6.0,47.0,47.0,-5
0.0,23.5,72.0,20
9.0,24.0,48.0,17
-5.0,71.5,24.0,2
6.0,47.5,72.0,16
-16.0,24.0,48.0,9
-22.0,71.5,48.0,-10
-12.0,24.5,48.0,7
-6.0,48.0,48.5,11
-6.0,24.0,48.0,-21
-4.0,49.5,24.5,13
-15.0,47.5,49.0,7
-15.0,24.5,48.0,-13
-10.0,24.0,48.0,20
-2.0,48.0,72.0,21
-13.0,48.0,71.5,-2
-11.0,48.0,48.0,-15
-1.0,48.0,48.0,3
7.0,23.0,22.5,8
14.0,23.0,70.5,-28
15.0,22.5,23.0,11
-6.0,41.5,41.0,3
-18.0,24.0,48.0,10
9.0,45.5,46.0,-22
6.0,24.5,48.5,15
24.0,48.0,47.5,40
9.0,46.5,47.0,16
6.0,29.5,29.5,9
17.0,71.5,47.0,5
-4.0,47.0,47.0,39
-13.0,46.5,47.0,17
6.0,46.5,47.0,6
-3.0,47.0,25.0,16
-3.0,46.5,46.5,-8
3.0,25.5,25.5,8
5.0,48.5,25.5,13
11.0,71.5,25.0,5
-5.0,25.5,49.5,11
8.0,49.5,25.5,-8
-20.0,47.5,25.0,10
6.0,49.5,25.5,-14
-14.0,25.5,50.5,-5
-3.0,43.5,42.5,11
-1.0,25.0,47.5,4
29.0,23.5,48.0,2
9.0,49.0,49.0,14
-8.0,73.5,49.5,9
-2.0,49.0,48.0,17
6.0,48.5,23.5,-10
7.0,24.0,24.0,12
-5.0,48.0,48.0,19
-13.0,54.0,48.0,9
6.0,24.0,48.0,27
-16.0,24.5,48.0,-16
-1.0,24.0,73.0,28
2.0,48.0,48.0,35
-10.0,24.0,48.0,-4
0.0,97.0,48.0,-8
-14.0,24.5,48.0,-8
14.0,47.5,47.5,18
-9.0,54.0,48.5,6
-9.0,24.0,47.5,15
-8.0,24.5,49.0,-7
-10.0,48.0,48.5,11
5.0,48.0,24.0,3
7.0,24.0,24.0,22
1.0,48.0,48.0,-13
12.0,23.0,47.5,-6
-17.0,48.0,24.0,7
-26.0,48.0,48.0,-11
-3.0,48.0,48.0,-8
-12.0,47.5,72.0,15
-11.0,48.5,49.0,-14
-3.0,47.5,48.0,23
24.0,25.0,49.0,25
0.0,47.5,48.0,-12
4.0,48.0,72.0,9
6.0,47.5,48.0,-3
-29.0,23.0,24.0,15
-2.0,25.0,48.5,15
15.0,24.5,24.5,-23
15.0,24.5,24.0,-1
12.0,24.0,24.0,-3
-6.0,24.0,23.5,22
12.0,48.5,72.0,6
4.0,47.5,24.5,-11
-2.0,25.0,25.0,35
2.0,24.5,48.0,4
2.0,47.5,47.0,8
-12.0,22.5,23.0,12
19.0,22.5,45.5,16
-24.0,47.0,45.5,20
-11.0,43.0,68.0,-7
9.0,42.0,42.0,-21
16.0,47.5,48.0,24
3.0,47.0,47.5,-13
12.0,48.5,48.0,-5
-14.0,48.5,48.0,4
4.0,48.0,47.0,10
17.0,30.0,47.0,10
-3.0,72.0,23.5,-12
5.0,71.5,24.5,-14
16.0,72.0,72.0,5
-14.0,49.5,49.0,16
2.0,49.0,48.5,-5
-13.0,49.0,49.0,3
-34.0,24.0,24.0,-11
3.0,52.0,24.0,27
-17.0,71.5,49.0,8
-12.0,49.0,71.5,8
-8.0,24.0,54.0,15
-1.0,24.5,120.5,-5
25.0,24.0,24.0,14
1.0,47.5,48.0,8
6.0,47.5,48.0,12
6.0,24.0,24.5,6
7.0,24.0,48.0,-10
-12.0,24.5,48.0,6
-21.0,76.0,24.0,-3
0.0,24.5,24.5,6
5.0,24.0,24.0,-7
2.0,23.5,24.0,-3
-12.0,48.5,24.5,30
6.0,24.5,48.0,-8
7.0,23.5,48.0,11
-11.0,47.5,48.0,9
0.0,48.0,47.5,-11
-22.0,49.0,48.0,-9
-1.0,24.0,23.5,-17
6.0,24.5,47.5,26
5.0,49.0,49.5,13
8.0,48.0,47.5,14
-14.0,24.5,48.5,5
15.0,72.0,48.0,-7
6.0,48.0,47.5,31
9.0,48.0,24.0,-7
18.0,48.5,48.0,16
6.0,48.0,48.0,-5
5.0,24.0,47.5,2
-12.0,47.5,24.0,12
17.0,24.0,23.0,13
1.0,25.0,24.5,39
18.0,23.5,24.0,2
-1.0,23.0,24.0,14
7.0,24.0,72.0,8
-5.0,24.0,48.0,9
5.0,48.0,72.0,12
-3.0,24.0,72.0,13
-6.0,24.0,24.0,-13
4.0,23.0,45.5,-10
-11.0,23.0,47.0,-8
-6.0,49.0,48.5,11
-12.0,45.0,45.0,9
4.0,49.0,49.0,-9
-9.0,66.5,43.0,-8
2.0,41.5,41.0,10
-1.0,47.5,48.0,3
-24.0,41.0,41.0,16
-12.0,47.0,48.0,13
13.0,43.0,43.0,-7
-20.0,89.5,42.0,-9
8.0,66.5,43.0,12
-11.0,43.0,43.0,-8
8.0,47.0,31.0,21
-3.0,49.0,29.0,-10
2.0,49.0,29.0,17
-7.0,47.5,95.0,22
-11.0,49.0,29.0,-10
6.0,29.0,30.0,7
-5.0,30.5,49.0,29
3.0,54.0,52.0,3
-5.0,51.5,47.5,23
6.0,48.0,24.5,2
-18.0,24.0,48.0,8
-12.0,24.5,55.0,7
5.0,55.0,53.0,-6
-23.0,24.5,54.5,-3
3.0,23.5,24.0,-2
-3.0,24.0,53.0,-4
1.0,96.0,48.0,4
1.0,47.0,53.0,3
5.0,24.0,48.0,2
1.0,72.5,48.5,11
1.0,25.0,49.5,-3
-14.0,48.0,48.0,-8
-8.0,72.5,72.5,-39
8.0,48.5,48.5,-17
18.0,48.5,48.0,-3
19.0,48.5,48.0,-3
-4.0,72.5,48.0,-14
11.0,24.0,49.0,12
10.0,47.0,48.0,14
8.0,48.5,48.5,-2
15.0,47.0,47.5,-10
-9.0,48.0,48.0,-4
-21.0,23.5,24.0,27
17.0,96.0,23.5,6
16.0,24.5,24.0,3
0.0,23.5,48.0,3
-2.0,23.5,23.5,33
-2.0,24.5,47.5,21
9.0,73.0,72.5,-10
2.0,46.5,48.0,-2
-15.0,24.5,24.0,-5
14.0,23.5,46.5,10
2.0,41.5,41.0,12
1.0,47.0,46.5,-2
6.0,46.5,22.5,-9
0.0,23.0,22.0,10
-3.0,41.5,42.0,-6
-11.0,71.5,30.5,31
17.0,25.0,48.0,15
-13.0,72.0,48.5,6
19.0,48.5,72.0,-1
2.0,48.0,25.0,-5
-20.0,48.0,48.0,-15
-5.0,48.0,48.0,-2
-10.0,47.5,47.0,20
6.0,30.0,47.5,20
-10.0,48.0,47.5,12
14.0,71.5,49.0,-33
-12.0,23.5,48.5,-19
-13.0,72.5,49.5,7
9.0,54.5,23.5,-3
-8.0,23.5,24.0,13
23.0,24.0,48.0,-5
23.0,24.0,23.5,10
13.0,48.5,48.0,-15
5.0,24.0,48.5,-3
27.0,24.5,48.0,8
13.0,48.0,48.0,-6
-7.0,79.0,73.0,5
-7.0,48.0,48.0,10
-2.0,48.0,48.0,-7
-6.0,95.5,48.0,-29
15.0,48.5,48.5,22
-3.0,24.0,96.0,-5
-8.0,24.0,48.0,17
9.0,48.5,24.0,7
11.0,72.5,49.0,-8
1.0,48.5,23.5,7
27.0,48.0,48.0,7
9.0,48.5,48.5,-3
-1.0,48.5,48.0,15
1.0,48.0,48.0,15
13.0,48.0,48.0,-6
21.0,48.5,48.0,-11
11.0,48.0,48.0,27
10.0,49.0,48.5,10
-20.0,47.5,47.5,8
-8.0,23.0,48.0,26
-2.0,48.0,48.0,17
-24.0,72.0,47.5,38
8.0,24.0,24.0,-3
17.0,23.0,24.0,13
-5.0,72.0,24.5,11
-3.0,23.5,24.0,21
16.0,47.5,24.0,2
2.0,72.0,23.5,3
-14.0,46.5,46.5,-1
-7.0,46.5,46.0,1
-1.0,70.5,47.0,-4
-21.0,44.5,43.5,4
-12.0,22.5,47.0,-5
0.0,47.0,46.5,-21
10.0,46.5,47.0,-22
12.0,46.5,47.0,-21
20.0,25.0,48.0,-12
11.0,72.0,25.5,12
-10.0,25.5,48.0,-10
-2.0,25.5,28.0,14
-11.0,48.0,47.5,21
-8.0,25.0,48.0,5
13.0,25.5,48.0,-23
12.0,72.0,48.0,4
-25.0,27.5,48.0,-10
14.0,49.0,49.0,-3
17.0,72.5,96.0,3
-6.0,49.0,49.0,7
-5.0,72.5,49.5,33
-8.0,49.0,24.0,3
-15.0,24.5,72.5,27
12.0,49.0,49.0,-23
-5.0,24.5,24.5,36
5.0,47.5,48.0,-9
-6.0,47.5,48.0,8
-11.0,24.0,48.0,-10
-1.0,24.0,24.5,3
-11.0,48.0,47.5,-17
14.0,48.0,48.0,6
-19.0,48.0,48.0,16
-15.0,23.5,48.0,44
0.0,48.5,48.5,8
-5.0,49.0,49.5,-2
-5.0,48.5,48.5,-19
15.0,23.0,48.0,18
1.0,48.5,23.0,-21
-31.0,25.0,48.5,-3
10.0,24.0,47.5,3
5.0,24.5,24.0,12
9.0,24.0,48.5,2
2.0,48.5,48.5,-11
6.0,73.0,25.0,-4
11.0,48.5,48.0,8
-6.0,48.0,47.5,18
17.0,48.5,48.0,-3
-2.0,23.5,48.0,7
-3.0,72.0,48.0,8
2.0,48.0,48.0,-20
8.0,48.0,47.5,17
-10.0,24.0,47.5,-11
13.0,24.0,24.5,3
3.0,48.0,24.0,2
-12.0,24.0,23.5,-4
-27.0,47.5,24.0,-23
-20.0,24.0,23.5,9
-14.0,24.0,23.5,7
9.0,72.0,24.0,6
-16.0,22.5,48.0,20
-17.0,47.5,48.0,8
12.0,24.5,48.0,11
2.0,22.5,47.5,9
-10.0,47.5,24.0,-26
2.0,41.0,40.0,18
-4.0,42.0,42.0,6
-21.0,48.5,48.5,-9
-2.0,48.0,48.0,-9
-10.0,47.5,31.0,-5
-17.0,48.0,48.0,-21
3.0,48.0,47.5,-8
-11.0,48.5,48.0,11
4.0,48.0,48.0,-5
3.0,48.0,48.0,5
-6.0,47.5,48.0,-4
-8.0,30.0,48.0,3
-5.0,72.5,55.5,10
21.0,24.5,72.5,-3
-3.0,23.5,72.0,5
-13.0,72.0,54.5,16
-19.0,23.5,71.5,-2
-12.0,24.0,72.0,2
-6.0,24.5,48.0,10
7.0,48.0,23.5,7
5.0,95.5,48.0,-10
10.0,24.0,48.0,5
-1.0,96.0,48.0,-7
-19.0,47.5,48.0,-23
10.0,23.5,48.0,13
-5.0,48.0,48.0,-10
-18.0,48.0,48.0,-7
10.0,24.0,48.0,-6
6.0,47.5,48.0,-14
0.0,73.0,48.5,-1
-11.0,47.5,24.0,-8
6.0,24.0,48.0,-7
4.0,48.0,48.5,5
-17.0,48.0,71.5,-31
19.0,48.5,48.5,-1
1.0,48.0,48.0,17
-1.0,47.5,48.0,6
-13.0,48.0,48.0,-7
13.0,48.0,48.0,-8
-9.0,24.0,49.0,7
18.0,47.5,48.0,-2
-4.0,48.0,48.0,-1
5.0,23.0,48.0,12
6.0,25.0,73.5,-14
-4.0,48.0,48.0,-17
-2.0,24.0,24.0,-25
11.0,24.5,24.0,-15
11.0,24.5,24.5,3
-7.0,48.0,24.0,-4
-16.0,25.0,24.5,-5
-3.0,23.0,24.0,-2
-3.0,73.0,24.5,-14
-14.0,48.0,47.5,-14
-8.0,48.0,48.0,-20
-22.0,44.5,44.5,4
9.0,47.0,46.5,-21
9.0,71.0,71.0,9
-4.0,48.0,49.5,-10
5.0,41.0,42.0,-2
2.0,47.5,48.0,-9
-6.0,48.5,48.0,4
3.0,48.5,25.5,6
-6.0,24.0,47.0,-18
1.0,22.5,72.0,6
23.0,48.0,47.0,13
22.0,72.0,51.5,6
-8.0,23.5,72.0,17
-2.0,71.5,49.5,-4
-2.0,24.0,72.0,-15
7.0,48.5,54.5,8
-10.0,49.0,46.5,10
-6.0,24.0,94.5,26
-7.0,49.0,71.5,-15
14.0,72.0,54.0,-3
-6.0,24.0,76.0,-10
15.0,24.5,96.0,11
-5.0,24.5,48.0,18
27.0,24.0,47.5,-2
12.0,24.0,24.0,1
10.0,24.5,48.0,18
-8.0,48.0,48.0,-3
-17.0,48.0,48.0,12
7.0,24.5,95.5,-5
-9.0,24.5,24.5,15
8.0,48.0,48.0,16
21.0,23.5,24.0,-2
-3.0,23.5,24.0,-7
22.0,23.5,48.0,9
-6.0,23.5,23.5,5
-17.0,24.0,24.5,-3
13.0,72.5,48.0,-24
6.0,48.0,48.0,6
20.0,48.0,48.0,-13
-14.0,48.5,72.0,12
-8.0,47.5,47.5,1
-12.0,49.0,48.5,-4
-21.0,48.0,48.0,23
16.0,48.0,48.0,9
2.0,48.5,49.0,-7
0.0,48.0,48.0,-7
5.0,47.5,72.0,14
17.0,44.0,44.0,-12
-1.0,65.5,41.0,-3
-19.0,24.0,24.0,1
-3.0,72.0,47.5,20
14.0,46.5,46.5,1
6.0,71.0,46.5,15
6.0,47.0,47.0,16
-6.0,47.0,71.0,35
-10.0,44.5,44.0,12
-15.0,46.0,47.0,1
10.0,48.0,28.0,-7
-10.0,41.0,41.0,7
-10.0,48.0,48.0,6
14.0,46.5,46.5,12
29.0,44.0,48.0,11
1.0,25.0,30.0,16
18.0,25.0,24.0,2
10.0,55.0,48.5,7
10.0,48.0,25.0,4
10.0,48.5,25.5,11
-16.0,27.5,24.0,-3
-14.0,24.5,30.5,-8
-7.0,71.0,24.0,8
17.0,72.0,25.0,16
-6.0,54.5,25.0,-4
8.0,49.0,49.0,1
-4.0,24.0,49.0,9
-5.0,49.0,24.0,13
1.0,49.5,52.0,12
-18.0,24.0,23.5,40
6.0,24.0,73.0,-14
27.0,48.0,52.0,19
11.0,24.0,24.0,-5
1.0,49.0,49.5,-5
5.0,24.0,48.0,6
1.0,48.5,48.0,8
-14.0,48.0,48.0,2
-6.0,48.5,48.0,-17
-2.0,52.5,48.0,17
-4.0,47.0,47.0,15
-3.0,47.5,48.0,-2
-1.0,24.0,120.0,10
-3.0,23.5,48.0,-8
-18.0,24.0,24.0,5
-2.0,48.0,23.5,-15
10.0,23.5,47.5,14
-4.0,24.0,26.5,15
19.0,144.0,144.0,4
14.0,145.0,144.0,-3
-4.0,144.0,143.0,-1
3.0,144.5,144.5,-29
3.0,144.0,144.0,3
-18.0,144.0,144.0,24
19.0,144.5,144.0,-12
-2.0,144.0,144.0,1
-2.0,144.0,144.0,7
-24.0,24.5,144.0,-3
5.0,24.5,24.5,6
16.0,192.0,144.0,9
1.0,168.5,24.0,15
12.0,24.0,143.0,19
-3.0,23.5,192.0,11
-2.0,24.0,24.0,-11
-23.0,24.5,144.5,17
7.0,142.5,23.5,-4
-14.0,25.0,145.0,-7
-6.0,24.0,24.0,21
-14.0,143.5,24.0,-7
15.0,25.0,25.0,-3
26.0,23.5,192.0,9
-11.0,168.5,24.5,-14
-7.0,47.5,48.0,-8
-2.0,48.0,48.0,5
-5.0,72.0,48.0,13
-8.0,47.5,48.0,-21
2.0,48.0,48.0,-12
0.0,24.5,48.0,8
2.0,48.0,48.0,5
-14.0,48.5,49.0,22
7.0,25.5,25.5,3
3.0,48.0,47.5,30
7.0,48.0,48.0,-3
1.0,23.5,48.0,1
-3.0,47.0,23.5,7
-1.0,24.5,24.5,6
-8.0,71.5,24.0,17
4.0,96.0,24.0,-18
16.0,23.5,47.0,16
2.0,48.0,47.5,-12
-17.0,23.5,72.0,3
9.0,89.5,41.5,4
0.0,46.5,46.5,-3
1.0,45.5,47.0,-2
-1.0,41.5,41.0,10
-19.0,47.5,47.0,-5
14.0,46.5,45.5,8
2.0,49.5,49.0,-5
-12.0,46.0,47.0,8
23.0,48.0,24.0,20
12.0,47.5,48.0,-9
6.0,25.0,22.5,3
-8.0,24.0,48.0,4
-19.0,25.0,48.0,1
-5.0,47.5,48.0,4
-13.0,48.0,48.0,12
-6.0,48.0,25.0,-4
-20.0,25.0,48.0,-20
-8.0,49.5,54.5,5
-6.0,24.0,49.0,16
10.0,54.5,24.5,10
6.0,55.0,72.5,3
6.0,72.0,24.0,-5
-4.0,49.5,55.0,30
3.0,48.0,24.0,-6
-8.0,48.0,48.0,-1
19.0,96.5,48.5,-18
8.0,24.5,24.0,3
-27.0,48.0,48.0,-2
-2.0,48.0,48.0,12
-2.0,49.0,24.5,1
-18.0,73.0,48.0,11
3.0,23.5,48.0,32
-3.0,48.0,48.0,1
17.0,24.0,71.0,13
-3.0,23.5,48.0,18
-3.0,23.5,48.0,5
11.0,48.0,24.0,-5
13.0,49.0,25.5,2
10.0,48.5,48.5,18
0.0,47.0,48.0,-9
3.0,48.0,48.0,13
13.0,48.0,72.0,1
4.0,48.0,48.5,5
-12.0,48.0,48.0,-3
-18.0,48.0,48.0,-6
1.0,48.0,48.0,13
-1.0,22.5,48.0,13
1.0,47.5,48.0,-12
20.0,24.0,48.0,14
1.0,72.5,24.0,19
16.0,24.5,72.0,24
2.0,96.5,72.0,2
-15.0,24.0,24.0,-6
-3.0,73.0,25.0,-6
-9.0,24.0,24.0,27
16.0,71.5,46.5,7
7.0,23.5,72.0,-11
6.0,21.0,46.0,11
8.0,22.0,46.0,-3
-10.0,22.0,46.0,-4
0.0,40.0,40.5,3
-12.0,40.0,39.5,-12
12.0,21.5,70.0,13
7.0,45.5,46.0,-7
10.0,45.5,21.5,-6
31.0,31.0,47.0,5
7.0,31.0,25.0,-9
10.0,25.5,46.5,-6
-2.0,47.0,47.0,-2
26.0,47.0,47.0,-3
11.0,47.5,71.0,15
-4.0,46.5,47.0,15
9.0,49.0,49.0,-8
4.0,24.0,71.0,9
13.0,49.0,49.0,1
9.0,71.0,49.0,17
-2.0,54.5,49.0,-5
-12.0,49.0,71.0,-1
10.0,70.5,49.0,6
-17.0,48.5,49.0,-26
21.0,25.5,49.5,4
17.0,48.0,24.5,-2
3.0,48.0,24.0,20
-4.0,79.0,24.0,17
14.0,24.5,48.0,14
-19.0,24.0,47.5,10
0.0,24.5,48.0,14
3.0,24.0,48.0,-6
