pdiff,is_away_b2b,is_home_b2b,win
-4.0,48.0,72.0,-10
-10.0,48.0,48.0,10
-5.0,47.0,48.0,22
26.0,72.0,22.5,-2
5.0,48.0,47.5,-7
6.0,47.5,47.5,7
15.0,47.5,95.5,5
14.0,24.5,48.5,-5
-1.0,25.0,72.5,7
-5.0,23.5,46.5,-18
3.0,23.5,24.5,-6
7.0,72.5,96.0,7
12.0,24.5,72.0,9
5.0,65.5,41.5,-20
-12.0,24.5,24.5,-10
-5.0,22.5,47.0,-10
-9.0,41.5,41.5,-4
-12.0,25.5,66.5,3
-14.0,31.5,55.0,17
-3.0,42.5,43.0,-2
20.0,66.0,65.5,21
2.0,42.0,41.5,2
19.0,65.5,41.0,-8
-14.0,71.5,72.0,17
-8.0,45.0,69.5,-8
4.0,67.5,43.0,3
-31.0,41.5,41.5,4
2.0,41.0,41.5,-2
-5.0,47.5,48.0,17
29.0,29.5,30.5,-3
6.0,96.0,30.0,19
9.0,29.0,29.5,18
14.0,30.5,71.0,5
7.0,50.5,53.0,15
1.0,53.5,51.0,19
21.0,73.5,54.5,-1
6.0,24.5,54.5,9
7.0,48.0,55.0,-11
1.0,47.5,73.5,-15
-6.0,54.0,48.0,34
-2.0,102.0,52.5,10
-23.0,47.5,54.5,5
-24.0,47.5,48.0,-6
3.0,54.0,24.0,-3
3.0,24.5,24.0,20
11.0,24.5,121.0,-10
-2.0,48.5,72.0,30
-9.0,47.5,48.0,22
17.0,48.0,72.0,-20
5.0,48.0,47.5,-21
3.0,48.5,48.0,-1
-9.0,47.5,71.5,5
11.0,48.0,48.0,3
-15.0,48.0,72.0,8
-7.0,48.5,48.0,20
3.0,48.5,72.0,3
-7.0,23.5,23.5,-11
-10.0,47.5,72.0,6
-5.0,72.5,24.0,2
12.0,23.5,126.0,6
-7.0,47.5,72.0,13
-12.0,23.5,71.5,-5
-21.0,47.0,46.5,-5
-1.0,42.0,65.0,24
4.0,23.0,119.0,20
-2.0,47.5,47.5,-3
10.0,46.5,46.5,15
-6.0,48.0,48.0,5
-8.0,41.0,65.0,14
-34.0,46.5,47.0,1
5.0,22.5,46.5,16
17.0,48.5,25.5,-25
8.0,25.5,48.0,16
7.0,25.0,47.5,-7
0.0,48.0,72.0,15
-17.0,25.0,48.5,6
-9.0,48.0,71.5,9
-17.0,25.0,48.0,-16
14.0,49.0,72.0,7
-5.0,48.5,55.0,-7
-8.0,49.0,72.0,-15
12.0,48.0,71.5,24
-6.0,54.5,49.0,-6
0.0,24.5,78.5,19
-16.0,74.0,79.0,24
5.0,48.5,48.0,-2
4.0,48.0,24.0,8
-15.0,73.5,48.0,-20
4.0,48.5,48.0,22
-18.0,72.5,48.0,-9
0.0,73.5,48.5,-1
-3.0,24.0,48.0,13
-2.0,48.0,48.0,8
-2.0,24.0,48.0,12
-15.0,23.5,47.5,14
-3.0,49.0,49.0,11
6.0,49.5,73.5,-10
-12.0,48.0,48.0,17
7.0,48.0,23.5,17
1.0,48.0,48.0,11
6.0,47.5,48.0,-8
-2.0,47.5,48.0,11
-12.0,71.5,48.0,-13
-14.0,48.5,49.5,-4
6.0,47.5,47.5,10
-22.0,47.5,47.5,-21
10.0,48.0,47.5,-11
6.0,48.0,72.0,20
-9.0,23.0,72.0,17
8.0,71.5,24.0,-9
-2.0,24.0,72.0,-17
0.0,71.5,24.5,-15
2.0,24.0,24.5,3
-2.0,23.5,24.0,-2
-8.0,24.0,46.5,-11
-12.0,24.0,72.0,14
5.0,23.0,47.0,13
-10.0,24.5,25.0,12
12.0,41.0,41.0,8
-8.0,43.0,43.5,-10
4.0,41.0,41.0,4
-6.0,64.0,41.0,-23
9.0,48.0,48.0,-5
-6.0,47.5,48.0,24
13.0,48.0,47.5,-8
-9.0,48.5,48.5,-9
10.0,47.5,31.0,-10
14.0,31.0,48.0,48
-3.0,72.0,48.0,19
-1.0,48.0,47.0,-16
9.0,55.0,52.5,18
-2.0,23.5,96.0,8
-14.0,72.5,72.0,7
11.0,55.0,72.0,-5
10.0,72.0,72.5,14
3.0,55.0,72.0,-1
11.0,48.5,48.5,5
5.0,48.0,77.0,3
3.0,48.5,48.0,12
-10.0,23.5,48.0,11
-5.0,95.5,24.0,-8
-19.0,23.5,48.0,-14
-23.0,24.5,48.0,-5
-10.0,24.0,79.0,-1
4.0,47.5,48.0,29
5.0,47.5,24.0,-8
-8.0,23.5,48.0,-27
0.0,25.0,49.0,-1
4.0,48.0,48.0,5
1.0,25.0,73.5,28
12.0,48.0,96.0,-5
-12.0,48.0,24.0,5
-9.0,48.0,48.0,-21
-2.0,48.0,48.0,9
-9.0,23.5,48.0,-10
6.0,47.5,48.0,9
-3.0,49.0,49.0,10
-2.0,22.5,96.0,-4
-9.0,49.0,49.0,-21
-14.0,24.0,24.0,-24
-21.0,72.5,47.0,1
20.0,72.5,72.5,17
-7.0,24.0,24.0,8
-11.0,72.0,96.0,-5
-1.0,23.5,72.5,44
2.0,71.5,48.0,10
-8.0,114.0,41.5,-6
14.0,67.5,92.0,-10
-8.0,47.5,24.5,-10
15.0,47.0,45.5,20
-4.0,47.0,23.0,4
15.0,22.5,47.0,4
-4.0,47.0,47.0,3
6.0,22.5,47.0,17
-1.0,43.5,44.0,1
-2.0,47.0,46.0,2
-2.0,48.0,25.0,21
-5.0,25.0,48.0,5
-13.0,47.5,47.5,12
-11.0,23.0,48.0,17
-4.0,49.0,72.0,21
16.0,47.5,72.0,5
1.0,49.5,72.0,18
26.0,52.5,49.5,17
-15.0,51.5,49.0,1
4.0,49.5,52.0,7
-5.0,72.0,49.5,-17
-17.0,72.0,49.0,-8
-3.0,54.5,49.5,-15
8.0,24.0,48.0,12
0.0,48.0,24.0,17
13.0,24.5,24.0,-4
8.0,24.0,48.5,12
16.0,24.0,48.5,4
-4.0,24.0,48.0,12
3.0,78.0,48.0,-12
5.0,23.5,73.0,-9
5.0,48.0,48.0,4
-6.0,23.5,76.0,14
-3.0,23.5,24.0,2
2.0,23.5,73.0,4
21.0,46.5,46.5,-2
1.0,25.5,49.0,-7
27.0,24.5,48.0,7
11.0,144.5,144.0,-6
3.0,168.0,144.0,26
-4.0,144.0,144.0,9
7.0,144.0,144.5,13
-17.0,144.5,144.0,5
-7.0,144.0,144.0,-2
6.0,144.0,144.0,5
7.0,143.5,144.0,40
4.0,144.0,144.0,18
9.0,168.0,144.0,8
6.0,24.0,24.0,9
-4.0,24.0,143.0,15
17.0,24.0,144.0,-8
-7.0,24.5,24.5,-23
13.0,24.5,145.5,-7
-27.0,145.0,23.5,-9
-8.0,24.0,24.0,32
-3.0,168.0,24.0,-12
-8.0,24.0,143.5,4
7.0,23.5,167.5,-5
-9.0,168.0,168.0,-17
-2.0,48.5,48.5,-4
2.0,168.0,49.5,5
-6.0,48.0,48.0,-12
16.0,48.5,48.5,17
7.0,47.5,71.5,7
-3.0,48.5,48.0,4
-2.0,48.0,48.0,-9
-19.0,48.5,48.5,-8
-11.0,48.0,47.5,-7
8.0,73.0,48.5,-11
-14.0,48.5,72.0,30
18.0,72.0,47.5,22
-3.0,48.0,48.0,10
1.0,25.0,25.0,21
21.0,24.5,72.0,13
-2.0,68.5,68.0,6
-1.0,23.5,46.5,14
-11.0,48.0,24.0,-31
8.0,72.0,48.5,21
3.0,45.0,45.0,21
-23.0,40.5,41.0,7
-11.0,44.5,44.5,3
-12.0,46.5,47.0,-3
10.0,26.0,46.5,23
14.0,64.0,41.5,-20
-17.0,91.5,44.0,29
14.0,40.5,40.5,11
6.0,30.5,27.0,-38
-10.0,48.0,28.5,13
2.0,52.0,71.5,2
-8.0,31.5,31.5,4
-3.0,48.0,47.0,-7
9.0,72.0,48.0,19
11.0,49.5,55.0,18
16.0,96.0,47.0,15
18.0,52.5,51.5,4
-5.0,47.5,50.0,12
-4.0,49.0,71.5,-14
9.0,51.0,54.5,10
7.0,71.5,71.5,17
17.0,49.0,55.0,8
6.0,75.5,24.0,20
13.0,48.0,48.0,1
1.0,24.0,47.5,5
7.0,48.5,48.0,2
-14.0,48.0,24.0,-17
-17.0,24.5,48.0,12
-3.0,23.5,48.0,3
-20.0,24.5,48.0,-5
-5.0,24.0,48.0,-7
18.0,24.0,24.0,15
-6.0,47.5,95.0,-8
-6.0,48.0,47.5,19
-14.0,48.5,48.5,26
-8.0,72.0,48.5,8
1.0,48.5,48.0,5
5.0,72.5,48.0,2
6.0,23.5,48.0,11
12.0,48.5,96.0,-3
-2.0,47.5,48.0,-20
8.0,47.5,48.0,1
-12.0,48.5,48.0,-5
5.0,48.0,47.5,-8
9.0,72.0,23.5,20
-7.0,47.5,48.0,12
-6.0,25.5,49.0,-11
-25.0,47.5,48.0,23
14.0,48.5,24.5,3
2.0,24.0,24.5,-5
2.0,23.5,72.0,-7
10.0,24.0,24.0,5
-2.0,24.5,24.5,16
-8.0,24.0,23.5,-6
2.0,24.0,72.0,13
-21.0,47.5,48.5,-1
-6.0,42.0,41.5,-10
-4.0,49.0,48.5,11
15.0,23.0,46.5,-8
-7.0,48.0,47.5,6
-20.0,22.5,47.0,-11
2.0,47.0,94.5,-3
14.0,42.5,42.5,7
-18.0,44.5,46.0,18
-1.0,26.5,48.0,-28
-13.0,23.5,48.0,-7
-5.0,23.0,48.0,9
0.0,25.0,48.0,-7
4.0,23.0,47.5,-9
-17.0,71.5,71.5,16
0.0,48.5,54.5,5
3.0,47.5,49.5,10
2.0,72.5,54.0,10
-10.0,49.0,71.5,-4
-29.0,49.0,49.0,-24
-3.0,53.5,72.0,12
1.0,48.0,72.0,-8
5.0,24.5,24.5,22
19.0,24.0,47.5,18
-7.0,48.5,49.0,5
9.0,24.0,48.0,-23
-13.0,24.5,48.0,6
5.0,78.5,24.5,-4
-2.0,48.5,96.0,4
-1.0,48.0,48.0,5
-9.0,24.0,74.0,2
-6.0,23.5,73.0,7
16.0,25.5,49.0,16
2.0,23.0,72.0,16
-14.0,49.0,48.5,11
12.0,47.5,72.0,7
27.0,48.5,48.0,15
-11.0,48.5,72.5,17
-6.0,48.0,48.5,4
12.0,72.5,72.0,20
6.0,47.5,72.0,3
11.0,48.5,47.5,22
4.0,47.5,71.5,-6
-4.0,24.0,49.5,6
-13.0,23.0,24.0,4
13.0,24.5,23.5,10
4.0,24.0,48.5,16
8.0,72.5,72.0,-1
-5.0,120.0,71.5,-5
-22.0,23.5,24.0,7
7.0,72.0,48.0,18
-14.0,24.5,72.0,-9
2.0,23.5,46.5,2
-11.0,41.0,40.0,-7
10.0,22.0,45.5,10
14.0,21.5,46.0,5
-7.0,22.0,22.0,15
-6.0,44.5,118.0,8
-6.0,42.0,42.0,5
3.0,39.0,40.5,-8
-10.0,47.0,47.0,10
-2.0,25.0,25.0,-2
-5.0,30.5,47.5,4
-21.0,71.0,47.0,3
-9.0,46.5,47.0,-11
-10.0,70.5,47.0,17
-3.0,54.5,70.5,-12
-7.0,71.0,71.0,-4
4.0,49.0,70.5,-8
13.0,70.5,52.5,-5
4.0,49.0,49.0,-1
3.0,71.0,53.0,14
-9.0,24.0,48.0,7
10.0,24.0,48.0,13
15.0,24.5,48.0,-5
12.0,73.5,95.0,4
8.0,48.5,48.5,-6
1.0,78.5,48.0,8
-10.0,73.0,48.0,25
-11.0,47.5,47.5,28
-2.0,78.5,73.0,9
-11.0,24.0,48.0,-4
-6.0,48.0,48.0,-11
0.0,48.0,48.5,-8
8.0,23.5,47.5,-7
-6.0,72.5,48.5,14
2.0,48.5,48.0,10
-3.0,47.5,71.5,-5
16.0,48.5,48.0,9
-8.0,48.5,72.5,-9
-3.0,47.5,48.0,-8
-19.0,48.0,48.0,3
-15.0,47.5,48.0,9
-14.0,23.5,72.0,-3
-1.0,47.5,48.0,-4
-14.0,48.0,48.0,-9
19.0,24.0,24.5,18
-1.0,95.5,72.0,13
0.0,48.5,24.5,-3
-1.0,66.0,65.5,11
-17.0,24.0,24.0,8
18.0,72.0,47.5,11
3.0,42.0,41.5,18
23.0,47.0,47.0,5
8.0,41.5,42.0,-5
3.0,23.0,46.5,-24
2.0,47.5,23.5,2
-1.0,41.0,65.5,7
-5.0,40.5,40.5,9
9.0,29.0,47.0,18
2.0,24.0,42.0,8
6.0,41.0,41.5,23
-3.0,47.0,47.0,2
0.0,30.5,48.0,26
1.0,24.5,48.0,25
8.0,30.0,30.0,-11
-5.0,47.5,47.5,-11
-12.0,47.5,48.0,2
-7.0,49.0,54.0,22
22.0,55.5,72.0,6
3.0,49.0,49.0,4
-5.0,54.5,55.0,2
10.0,49.0,49.5,7
-3.0,54.5,55.0,-1
20.0,72.5,24.5,7
5.0,49.0,49.0,15
-1.0,78.0,23.5,4
5.0,24.0,48.0,16
2.0,25.0,49.5,5
9.0,48.0,78.5,-10
10.0,24.5,24.0,15
-8.0,48.0,48.0,-2
-16.0,24.0,79.0,-26
15.0,23.5,48.0,1
-14.0,48.5,73.5,-26
-26.0,23.5,48.0,-7
11.0,23.5,73.0,10
-8.0,47.5,48.0,8
24.0,25.0,49.0,5
-17.0,48.0,48.0,8
9.0,47.5,48.0,11
-1.0,48.5,47.5,18
14.0,48.5,24.0,8
20.0,48.5,47.0,19
-2.0,24.0,48.0,-2
4.0,48.5,48.0,8
5.0,48.0,48.0,12
-9.0,48.5,48.0,-27
-6.0,72.0,48.0,-7
8.0,48.5,72.0,-3
0.0,48.0,96.0,-13
6.0,24.0,24.0,-25
22.0,48.0,72.5,-8
21.0,42.0,41.0,6
-2.0,23.5,24.0,-18
5.0,47.5,72.5,-12
20.0,23.5,72.0,7
17.0,24.0,72.0,32
5.0,41.5,41.0,-5
-8.0,43.5,43.0,-7
-9.0,29.0,46.5,-8
-14.0,46.5,47.0,10
-3.0,46.5,46.5,-12
0.0,43.0,43.0,-2
-2.0,43.5,44.5,24
5.0,28.5,54.0,12
-7.0,28.0,48.5,13
3.0,48.5,30.5,12
-20.0,48.5,48.5,-4
8.0,72.0,48.0,3
-13.0,25.0,47.5,-6
-25.0,47.5,48.0,-2
16.0,54.0,24.0,8
-4.0,71.5,52.5,-18
-9.0,49.5,53.0,1
-6.0,54.0,97.5,13
-15.0,23.5,48.0,-10
9.0,73.0,73.0,11
-16.0,24.0,120.5,22
-2.0,47.5,96.0,2
-3.0,48.0,73.0,-13
-16.0,48.0,48.0,-5
11.0,48.5,48.5,2
15.0,48.0,48.0,8
12.0,23.0,48.5,4
10.0,95.5,75.5,9
-8.0,96.0,48.0,2
21.0,24.0,48.0,19
6.0,48.5,48.5,-15
-24.0,24.0,72.5,20
-7.0,47.5,48.5,-6
26.0,48.5,48.5,22
-5.0,48.5,48.0,-2
5.0,24.0,48.5,-8
-12.0,48.5,48.0,10
16.0,48.0,47.0,16
-2.0,48.0,48.0,-5
2.0,95.5,121.0,-18
1.0,48.0,48.5,13
9.0,72.0,48.0,16
14.0,23.5,24.0,11
23.0,66.0,42.0,6
-11.0,71.5,23.5,13
1.0,24.0,95.0,17
6.0,24.5,48.5,17
-8.0,24.0,47.5,20
-12.0,47.5,71.5,5
-9.0,47.5,72.0,-2
-7.0,44.0,44.0,10
4.0,48.0,47.5,19
13.0,41.5,41.5,28
3.0,47.0,23.0,4
2.0,24.0,30.0,9
-17.0,43.0,43.0,9
-5.0,47.5,47.5,4
-14.0,23.0,47.0,8
-17.0,26.5,44.5,5
19.0,48.5,48.5,-5
-10.0,72.5,48.0,-6
10.0,48.0,29.0,-29
11.0,48.0,48.0,8
5.0,51.5,72.0,10
8.0,49.0,54.0,6
15.0,24.0,72.0,7
-23.0,51.5,48.0,2
-13.0,54.0,52.5,-20
10.0,51.5,49.0,13
-12.0,24.0,72.0,21
-3.0,48.0,49.0,-1
12.0,48.5,48.5,-1
-5.0,24.5,72.5,2
0.0,48.0,24.5,2
17.0,24.5,48.0,2
4.0,24.5,96.0,-6
1.0,72.0,47.5,5
-5.0,24.0,47.5,-6
-1.0,24.5,48.0,13
6.0,75.5,47.5,-4
6.0,95.5,73.0,5
4.0,49.5,49.5,10
8.0,24.0,48.0,10
-17.0,49.0,25.0,8
7.0,72.5,48.0,12
4.0,47.5,47.5,-5
14.0,48.0,48.0,8
-9.0,71.5,72.0,-5
-8.0,48.5,48.5,12
-3.0,47.5,48.0,5
6.0,72.0,71.5,-35
-3.0,24.0,49.0,29
14.0,47.5,48.0,28
14.0,72.0,22.5,-1
-18.0,23.0,23.5,-6
17.0,65.5,90.0,9
-1.0,71.5,46.5,16
-3.0,24.5,48.5,-5
-14.0,66.0,90.0,-7
-3.0,67.5,44.0,5
-4.0,24.0,47.0,-14
6.0,42.0,41.0,20
-13.0,43.5,43.5,24
1.0,47.0,27.0,7
18.0,47.0,46.5,14
-7.0,23.5,47.0,3
-18.0,23.0,47.0,-23
2.0,28.5,30.5,29
1.0,47.0,46.5,-14
-3.0,47.0,47.0,-18
-17.0,46.5,47.0,-5
14.0,29.0,29.0,-9
2.0,47.5,49.0,3
31.0,49.5,78.5,7
-3.0,72.5,49.5,10
19.0,49.5,49.0,-10
8.0,49.0,71.5,-3
-2.0,49.5,72.5,-6
-12.0,54.0,49.0,-10
0.0,48.5,49.0,-18
12.0,72.0,49.0,-8
-5.0,72.0,120.0,2
17.0,96.0,78.0,12
-1.0,74.5,78.0,29
10.0,24.0,73.0,10
29.0,24.0,73.5,-8
-6.0,24.0,73.0,29
2.0,24.0,95.5,-8
-11.0,76.5,23.5,-5
-15.0,73.5,24.0,-27
13.0,24.0,23.5,3
18.0,23.0,23.0,-12
19.0,48.0,47.5,14
-6.0,24.5,48.5,14
-8.0,47.5,48.0,-17
-6.0,48.5,48.5,4
-1.0,72.0,48.0,7
-2.0,48.5,47.0,8
1.0,48.5,48.5,7
9.0,24.5,48.0,-4
7.0,24.5,72.0,31
-16.0,48.0,48.0,17
-9.0,72.0,48.0,3
20.0,48.5,49.0,-10
-11.0,48.0,24.0,-10
-10.0,23.5,49.0,8
6.0,47.0,49.5,6
8.0,49.0,49.0,-2
17.0,24.5,48.5,7
-7.0,23.0,23.5,4
17.0,24.5,24.0,-15
-1.0,24.5,72.5,17
-26.0,24.0,71.5,-13
-6.0,23.5,23.5,10
-15.0,23.5,23.5,-10
14.0,44.0,44.5,31
2.0,47.5,47.5,17
10.0,46.0,46.5,17
2.0,40.5,40.5,10
-8.0,46.5,46.5,-3
2.0,47.0,46.0,7
13.0,48.5,31.5,2
6.0,25.0,95.5,20
-16.0,48.0,48.5,-3
9.0,25.5,48.5,-29
5.0,31.5,72.0,20
-15.0,27.5,48.0,-8
-16.0,47.5,47.5,18
0.0,48.0,48.0,4
16.0,24.5,48.0,9
-6.0,47.5,47.5,30
-5.0,47.5,48.0,21
-8.0,25.0,71.0,-1
-8.0,49.0,95.5,2
-2.0,24.5,49.0,13
3.0,52.5,50.0,-2
3.0,49.0,24.0,8
17.0,48.0,47.5,-11
11.0,24.0,49.0,-1
-7.0,47.5,47.5,11
4.0,49.0,49.0,7
11.0,48.5,48.5,-41
5.0,24.0,48.0,8
-5.0,48.5,25.0,6
-12.0,48.0,47.5,-7
-14.0,48.5,74.0,29
6.0,48.5,49.0,25
-3.0,48.0,48.5,4
-16.0,48.5,48.5,28
5.0,47.5,47.5,7
14.0,0.0,0.0,-6
4.0,0.0,0.0,-11
-7.0,0.0,0.0,7
-18.0,0.0,0.0,9
-6.0,0.0,0.0,11
-5.0,0.0,24.0,33
4.0,0.0,0.0,9
9.0,24.5,0.0,-1
-7.0,0.0,24.0,-2
-8.0,0.0,0.0,-22
10.0,0.0,0.0,22
-17.0,0.0,0.0,2
-4.0,0.0,0.0,13
8.0,0.0,0.0,14
5.0,0.0,0.0,17
-9.0,23.5,0.0,10
14.0,24.0,0.0,7
-16.0,23.0,48.5,-3
-4.0,72.0,48.5,11
-22.0,25.0,48.5,28
14.0,47.5,47.5,2
10.0,49.0,49.0,-8
-2.0,48.5,49.0,-13
-1.0,72.0,72.0,-14
-7.0,48.0,48.0,8
-26.0,48.0,48.0,-17
-6.0,49.0,49.0,-10
3.0,48.0,48.0,5
8.0,0.0,48.0,13
-3.0,47.5,47.5,22
-5.0,47.5,46.5,13
9.0,24.5,24.5,11
18.0,48.0,72.0,4
6.0,24.0,24.5,-9
-11.0,23.5,24.5,11
-12.0,24.5,24.5,-14
8.0,24.5,48.5,19
-8.0,23.0,23.5,19
-3.0,48.0,47.0,10
8.0,48.0,71.5,10
7.0,48.0,48.0,8
-21.0,47.0,47.0,8
6.0,23.5,47.0,-9
26.0,48.0,48.0,8
-6.0,42.0,43.0,-9
0.0,49.0,48.5,11
19.0,25.5,49.0,3
-12.0,25.5,49.0,6
2.0,25.0,48.5,11
-6.0,48.5,73.0,-17
27.0,72.5,49.0,2
17.0,73.0,72.5,12
-1.0,24.5,73.0,11
-5.0,54.5,73.0,5
-7.0,49.0,96.0,-18
-13.0,49.5,49.5,-8
-4.0,48.5,49.0,-3
3.0,49.0,72.5,-31
-3.0,48.5,49.0,-6
19.0,48.5,121.5,8
8.0,24.5,48.5,-1
-12.0,24.0,47.5,-2
-1.0,24.5,48.5,-28
2.0,25.0,49.0,7
-8.0,24.5,48.0,-12
-3.0,23.5,23.5,22
7.0,24.0,48.0,-8
-1.0,23.5,78.0,11
-4.0,23.5,24.0,-4
-8.0,49.0,49.0,-1
-6.0,122.0,49.0,14
-14.0,48.5,48.5,-7
12.0,48.0,96.0,20
10.0,96.0,48.0,-28
12.0,72.5,48.0,11
2.0,48.0,47.5,16
2.0,48.0,48.0,16
-5.0,48.0,48.5,8
-7.0,72.0,48.0,-15
-2.0,48.0,46.5,-17
-23.0,24.0,48.5,-9
5.0,48.0,48.0,7
-2.0,47.5,72.0,3
-18.0,23.0,72.5,12
-13.0,23.5,24.0,25
17.0,24.0,47.0,3
-4.0,24.5,71.0,28
9.0,24.0,24.0,3
4.0,23.5,24.5,15
5.0,24.0,24.5,-10
2.0,72.0,46.5,-5
3.0,42.0,42.0,7
-3.0,47.5,47.0,16
-15.0,47.0,46.5,28
2.0,47.0,46.5,23
-17.0,46.5,23.0,13
-17.0,41.5,42.0,-12
29.0,25.5,25.5,41
4.0,25.0,48.0,-28
-11.0,48.5,48.0,-2
-11.0,30.0,30.0,-4
3.0,48.0,72.0,7
-6.0,49.0,72.0,-12
16.0,72.0,72.0,-1
-7.0,96.0,72.0,18
8.0,49.0,71.5,-14
4.0,54.5,96.0,14
4.0,49.0,49.0,3
-2.0,48.0,96.0,19
1.0,24.5,78.5,23
10.0,24.5,24.0,25
-18.0,47.5,120.0,14
11.0,24.5,48.0,-4
-11.0,24.0,95.5,6
-2.0,24.0,47.5,-23
2.0,48.5,96.0,-3
-2.0,96.5,48.0,-13
-3.0,120.0,25.0,-9
11.0,49.0,49.5,20
7.0,24.0,48.0,9
-17.0,24.0,47.5,10
-14.0,23.0,97.0,19
-13.0,24.0,48.5,-7
7.0,48.5,48.5,-11
6.0,25.0,49.5,26
2.0,48.5,48.0,-15
-13.0,47.5,48.0,-12
13.0,48.0,46.5,-8
-26.0,48.5,48.0,-14
6.0,47.5,47.0,16
1.0,47.5,47.5,-22
-8.0,47.5,72.0,9
-10.0,24.0,23.0,23
15.0,24.0,71.5,-6
19.0,24.0,72.0,6
12.0,24.5,47.5,4
-1.0,23.0,72.0,9
10.0,24.0,71.5,10
-4.0,24.5,47.5,1
-22.0,24.0,72.5,4
12.0,72.0,72.0,-3
-9.0,71.5,95.5,-3
5.0,47.0,23.0,-5
-8.0,47.5,46.0,-10
-11.0,46.5,22.5,-8
9.0,46.5,70.5,1
3.0,48.0,48.0,4
-6.0,25.0,47.5,-2
6.0,48.0,72.0,6
-3.0,71.5,71.5,6
1.0,49.0,94.5,18
-6.0,49.5,49.0,-6
-6.0,49.5,49.0,13
5.0,49.5,72.0,-13
6.0,72.5,72.0,-8
-4.0,49.0,72.0,8
-22.0,72.0,96.0,-14
-8.0,23.5,48.0,15
-17.0,24.5,96.5,14
-7.0,97.0,49.5,5
8.0,119.5,23.5,-7
-9.0,24.0,96.0,15
-10.0,23.5,48.0,14
-20.0,23.5,96.0,-13
15.0,23.5,48.0,14
-2.0,48.0,96.0,2
-16.0,23.5,48.0,6
-3.0,24.0,95.5,13
-17.0,24.0,96.0,17
-22.0,48.5,48.0,15
-11.0,47.5,48.0,7
6.0,24.5,23.0,-7
-15.0,48.5,48.5,2
-11.0,49.0,48.5,-5
1.0,72.5,47.0,2
27.0,48.5,48.0,14
-15.0,48.0,48.0,-10
1.0,72.5,48.5,7
-10.0,48.5,48.5,7
-1.0,48.0,48.0,19
5.0,48.0,48.0,-5
4.0,48.0,48.0,7
11.0,24.5,24.5,6
-16.0,47.5,23.5,19
8.0,24.0,24.0,7
3.0,23.5,24.0,-5
14.0,66.0,66.0,-7
10.0,23.5,48.0,8
2.0,72.0,23.5,28
11.0,24.5,48.0,22
-4.0,72.0,47.5,3
6.0,46.0,45.5,16
4.0,47.5,71.0,16
-2.0,23.0,47.0,1
-9.0,41.0,24.0,-2
8.0,23.0,71.0,26
-6.0,40.5,41.5,-8
19.0,48.5,72.0,4
-2.0,47.5,48.0,11
-32.0,48.0,48.0,24
13.0,48.5,48.0,14
-16.0,96.0,96.0,-8
1.0,78.0,72.0,14
9.0,54.5,49.0,10
6.0,50.0,54.5,11
6.0,48.5,72.0,-10
-6.0,71.5,71.5,1
-3.0,24.5,78.5,3
0.0,24.0,74.0,35
-8.0,96.5,74.0,-10
7.0,24.0,96.0,-31
-8.0,47.5,24.0,13
-18.0,24.0,47.5,-13
8.0,47.5,73.0,3
10.0,73.5,79.0,-1
16.0,48.0,73.0,15
-15.0,24.0,48.0,10
9.0,23.5,48.0,14
-9.0,24.0,48.0,14
-18.0,24.5,121.0,-17
-20.0,73.5,49.5,19
-5.0,48.5,48.0,13
-9.0,47.0,48.0,7
15.0,48.0,48.0,3
-1.0,49.0,48.0,-8
0.0,48.0,48.0,-8
-2.0,48.5,49.0,-21
4.0,72.0,47.5,-10
-26.0,49.5,49.5,-25
1.0,49.5,73.5,18
10.0,23.5,48.0,-14
-8.0,48.0,48.0,-10
-5.0,48.0,48.0,13
13.0,23.5,24.5,16
17.0,96.0,72.0,-33
-16.0,48.0,23.5,-2
12.0,24.0,46.5,16
-8.0,24.0,24.0,-16
18.0,45.5,47.0,-6
13.0,41.5,41.0,6
9.0,41.5,40.5,10
-5.0,47.5,23.0,19
1.0,46.5,47.0,-7
-20.0,22.0,47.0,-12
-12.0,46.5,45.5,-9
-3.0,95.0,47.0,16
5.0,46.5,46.5,8
-9.0,40.5,41.5,-19
-2.0,25.5,48.0,2
18.0,71.5,48.0,19
-27.0,94.5,47.0,2
4.0,30.5,48.0,27
5.0,49.0,72.0,-18
-11.0,23.5,49.0,28
-3.0,49.5,49.0,11
-23.0,54.5,49.5,27
-11.0,49.0,72.0,-7
8.0,72.0,54.0,-4
-12.0,24.0,78.0,31
16.0,78.0,48.0,7
0.0,23.5,95.5,17
-1.0,73.5,79.0,-17
-10.0,48.0,73.0,-2
4.0,48.0,73.0,-16
-7.0,47.5,73.0,11
20.0,23.5,73.0,14
1.0,47.5,73.0,5
2.0,48.0,24.0,2
5.0,49.5,49.5,18
9.0,24.0,48.5,-2
8.0,48.0,97.0,-7
2.0,48.5,48.5,-7
-8.0,49.0,49.0,14
11.0,49.0,49.0,9
-1.0,23.0,72.0,1
-3.0,47.5,48.0,16
0.0,73.0,48.5,6
15.0,48.0,71.5,9
-4.0,24.0,48.0,-18
3.0,48.0,96.0,9
-8.0,48.0,48.0,-2
2.0,72.0,23.0,1
17.0,24.0,23.0,-32
8.0,24.5,25.0,-5
6.0,72.5,48.0,-8
8.0,24.5,72.0,16
-14.0,24.0,24.0,7
14.0,72.0,72.0,8
-18.0,47.5,96.0,1
2.0,47.0,48.5,-7
9.0,47.0,46.0,4
-14.0,23.5,47.0,20
