0.0,24.0,24.5,2.0,0
-8.0,72.5,72.0,2.0,1
-34.0,48.5,48.0,2.0,0
3.0,48.0,47.5,2.0,1
-3.0,48.5,48.0,2.0,1
-16.0,47.5,49.0,2.0,1
-15.0,48.5,72.0,2.0,1
16.0,47.5,49.0,2.0,1
-15.0,24.0,72.0,2.0,1
-43.0,23.5,48.0,2.0,1
-18.0,24.5,23.5,2.0,1
-28.0,71.5,23.5,3.0,0
16.0,72.5,71.5,2.0,1
21.0,72.5,48.5,2.0,1
-22.0,23.0,71.0,2.0,1
7.0,24.5,72.5,2.0,0
12.0,48.0,72.0,2.0,0
14.0,24.5,72.5,3.0,0
-4.0,48.0,47.5,2.0,1
24.0,23.5,24.0,3.0,1
-14.0,23.5,47.5,2.0,1
14.0,23.5,72.0,2.0,1
-25.0,23.5,48.0,2.0,0
-2.0,24.0,23.5,2.0,1
5.0,48.5,49.0,2.0,0
22.0,49.5,49.5,3.0,0
-44.0,49.5,49.5,2.0,0
-18.0,48.5,48.5,4.0,1
8.0,48.5,49.0,2.0,1
11.0,49.0,49.0,4.0,1
28.0,73.5,73.0,3.0,0
-19.0,73.5,73.0,2.0,0
18.0,24.0,97.0,2.0,0
22.0,49.0,48.5,3.0,1
-4.0,97.5,48.5,2.0,1
-12.0,23.5,97.0,3.0,0
23.0,48.0,97.5,2.0,1
-47.0,48.5,97.5,2.0,1
16.0,96.5,73.0,3.0,1
14.0,23.5,73.0,2.0,0
5.0,97.0,97.0,2.0,0
10.0,48.5,73.5,2.0,1
-1.0,23.5,73.0,4.0,0
-45.0,48.0,48.0,2.0,1
-14.0,48.0,96.5,3.0,0
27.0,97.0,47.5,3.0,1
26.0,24.5,73.0,3.0,1
-3.0,48.0,24.5,2.0,1
15.0,48.5,48.5,2.0,1
5.0,48.5,48.5,2.0,1
5.0,48.0,47.5,2.0,1
-24.0,48.5,47.5,4.0,1
24.0,48.5,47.5,2.0,1
-27.0,73.0,49.0,3.0,1
15.0,48.5,48.0,3.0,0
-16.0,24.0,48.0,3.0,0
-35.0,48.5,72.0,4.0,1
9.0,48.0,48.0,2.0,1
-19.0,47.5,48.0,2.0,0
20.0,48.0,48.0,2.0,1
-11.0,47.5,48.0,2.0,0
-8.0,24.0,24.0,2.0,0
-11.0,23.5,23.5,2.0,1
-6.0,24.0,24.0,5.0,0
-19.0,24.0,24.0,3.0,1
16.0,24.0,47.0,2.0,1
14.0,24.0,47.5,3.0,1
21.0,41.5,42.0,3.0,0
5.0,46.5,45.5,4.0,1
-11.0,46.5,46.5,2.0,0
-17.0,40.0,41.0,4.0,1
13.0,47.0,95.0,4.0,1
-1.0,44.0,44.0,2.0,1
-25.0,46.5,47.0,2.0,0
-15.0,46.5,47.0,2.0,1
6.0,30.5,25.5,4.0,1
26.0,25.0,48.0,2.0,1
27.0,48.5,48.5,3.0,1
10.0,48.0,48.0,2.0,0
3.0,25.0,47.5,5.0,1
-3.0,49.0,54.0,2.0,0
-5.0,49.5,72.0,3.0,0
6.0,71.5,71.5,2.0,1
-30.0,49.0,55.0,2.0,0
5.0,72.5,49.5,4.0,1
-7.0,52.0,119.0,3.0,0
-18.0,49.0,49.0,2.0,0
-12.0,52.5,96.5,2.0,1
-5.0,24.0,48.0,4.0,1
-12.0,24.5,79.0,2.0,0
3.0,23.5,48.0,3.0,0
10.0,49.0,48.5,3.0,0
6.0,23.5,24.0,2.0,1
-9.0,48.5,48.0,2.0,0
-19.0,23.5,96.0,3.0,0
-16.0,48.0,48.0,2.0,0
3.0,74.0,49.5,5.0,0
-5.0,24.0,47.5,2.0,0
-33.0,25.0,97.0,4.0,1
1.0,48.0,48.0,2.0,1
5.0,49.0,49.0,3.0,1
-5.0,48.5,48.0,3.0,0
9.0,24.0,48.5,4.0,0
-10.0,47.0,72.0,5.0,1
-13.0,48.5,24.0,3.0,0
8.0,48.0,47.5,3.0,0
17.0,24.0,48.5,4.0,0
2.0,48.0,48.0,2.0,0
15.0,47.5,47.5,2.0,1
-18.0,48.0,48.0,5.0,1
6.0,47.0,48.0,4.0,1
5.0,48.5,48.5,2.0,1
-7.0,46.5,47.5,2.0,0
-1.0,47.0,48.5,6.0,1
17.0,23.5,23.5,2.0,0
-6.0,24.5,48.0,2.0,1
8.0,24.5,47.5,6.0,1
-3.0,24.5,24.0,2.0,1
-6.0,41.0,65.0,2.0,0
-11.0,23.5,24.5,2.0,0
-8.0,24.0,95.5,5.0,0
9.0,23.5,24.0,3.0,1
-16.0,46.0,46.5,4.0,0
5.0,23.0,46.0,2.0,1
