9,106,1,94
6,95,5,97
19,95,10,111
23,95,2,112
5,115,3,100
29,87,9,92
8,105,11,85
18,112,14,111
6,106,15,76
4,94,16,104
20,122,17,97
27,106,21,112
30,88,22,87
7,111,24,95
19,94,25,112
13,111,26,104
12,99,28,106
15,112,12,103
7,88,13,104
1,112,20,101
4,94,1,97
28,113,2,103
16,92,6,102
18,95,8,78
5,94,9,98
10,112,11,92
30,118,17,113
21,139,22,136
29,99,23,71
25,92,24,110
14,114,26,132
3,75,27,102
29,97,12,76
26,109,13,114
3,91,15,101
10,134,19,120
24,101,25,90
20,117,30,110
27,95,2,87
22,87,5,92
1,94,4,92
7,103,14,93
11,89,16,109
8,93,21,117
17,87,28,106
17,103,3,96
15,69,10,119
21,105,11,110
24,96,13,102
25,106,18,101
27,94,20,84
6,107,23,100
5,105,4,130
28,102,7,91
12,94,9,82
8,120,14,109
1,98,16,92
22,103,19,94
15,103,26,89
3,87,1,101
20,86,6,96
13,108,10,112
22,114,11,119
2,98,12,100
23,87,17,91
28,103,21,98
26,97,24,118
25,108,29,92
27,99,30,102
21,98,5,104
4,108,7,94
29,96,8,84
16,96,18,84
15,96,25,115
30,98,2,118
14,104,3,98
23,102,6,108
8,104,10,119
16,87,12,90
1,121,19,115
17,99,20,92
28,87,22,92
9,100,24,92
11,116,26,110
30,99,1,114
18,102,5,93
19,98,7,107
11,109,13,105
3,86,17,94
22,105,23,97
10,103,26,94
4,94,27,114
15,79,29,89
12,97,6,101
28,76,16,96
14,95,20,99
24,103,21,124
9,120,25,103
18,117,1,107
25,104,8,108
9,95,10,109
22,84,12,97
15,92,13,94
5,111,23,88
27,106,26,88
29,114,6,118
14,88,16,101
2,99,17,83
4,104,18,95
7,105,19,120
20,111,28,109
21,125,30,101
19,98,1,106
12,102,2,91
20,93,4,95
13,108,7,118
17,102,8,103
3,106,11,98
10,100,15,84
14,99,22,101
28,119,23,103
27,113,25,101
9,92,26,101
29,91,16,92
10,129,18,116
13,104,24,118
1,93,2,106
4,97,5,102
14,82,7,90
11,98,8,107
18,103,12,107
25,100,15,101
6,90,20,84
23,85,21,102
29,93,22,102
3,109,26,111
19,81,28,100
3,99,10,107
7,110,11,98
9,96,13,101
6,105,17,108
8,81,24,105
23,83,27,92
22,99,30,108
29,97,1,96
25,94,4,106
9,85,14,97
15,114,18,106
19,87,20,95
2,100,21,85
28,101,26,107
12,95,5,96
2,111,11,95
21,114,15,122
7,92,23,86
14,101,24,120
25,80,27,93
1,88,3,90
6,99,9,104
28,110,10,115
18,103,16,91
8,115,19,98
4,94,20,102
17,86,30,115
26,97,1,103
7,106,2,102
3,111,4,116
25,103,11,108
19,103,21,110
18,101,22,104
12,112,23,85
5,103,24,97
8,98,27,109
28,89,29,93
17,100,6,115
10,124,13,117
26,109,16,116
3,95,2,120
23,88,4,113
29,93,7,102
24,114,8,107
5,94,10,106
28,102,14,91
11,84,15,96
9,96,18,86
27,90,19,104
20,93,21,90
13,91,25,102
1,97,6,109
30,97,9,95
20,107,11,102
17,86,12,123
23,91,16,96
26,97,22,91
15,82,27,92
2,101,3,111
10,118,8,105
28,91,13,80
25,107,14,93
24,116,19,122
7,114,21,117
26,122,4,127
22,103,6,117
20,78,16,95
9,88,17,109
23,95,18,100
24,84,27,98
21,111,29,89
2,97,1,121
13,111,8,94
14,77,10,111
7,96,15,110
5,93,25,88
12,123,30,106
23,80,2,84
30,87,4,101
16,81,9,104
15,102,11,93
29,102,13,91
26,129,17,118
1,95,18,99
3,99,21,110
20,91,22,100
19,120,24,114
7,83,27,88
6,99,28,103
30,78,2,111
6,95,4,90
27,91,8,80
23,114,11,116
5,92,12,104
19,90,13,111
1,116,15,101
16,97,20,78
9,87,21,103
17,90,22,114
10,135,24,116
18,101,26,91
3,88,6,90
8,81,7,92
26,101,10,120
14,96,25,108
1,88,27,108
19,87,29,101
28,84,30,82
9,83,3,87
17,82,4,87
18,99,13,107
12,107,14,103
23,84,15,92
11,116,20,111
2,91,22,110
24,107,28,102
21,100,1,106
27,89,5,92
11,105,9,116
25,87,13,102
2,105,16,95
8,74,17,92
7,98,26,112
10,106,29,103
24,91,3,94
30,97,6,85
22,96,18,93
15,113,19,104
14,91,23,103
7,115,25,112
28,96,1,86
8,90,5,99
10,116,4,99
24,122,9,127
19,101,11,108
12,103,13,91
23,87,20,99
17,70,27,95
14,108,30,104
27,103,15,83
21,95,16,97
12,111,25,123
2,114,26,97
8,106,28,105
22,103,29,94
14,87,1,100
11,100,7,96
17,95,9,102
6,108,19,114
3,91,20,108
24,106,30,109
4,102,5,96
26,113,11,120
22,101,13,103
6,84,16,99
20,91,17,106
25,109,18,103
8,108,23,105
2,105,27,108
10,112,28,109
12,119,29,122
10,114,3,98
14,91,9,111
24,93,15,95
26,95,21,98
7,116,30,104
24,103,5,101
9,84,4,104
30,114,16,103
25,88,17,90
13,110,18,106
2,111,19,93
7,104,20,97
27,119,23,68
14,93,28,102
11,105,3,110
25,100,6,105
22,85,8,74
10,131,12,123
21,125,15,88
29,106,26,114
5,100,2,105
16,81,4,99
1,98,7,95
15,93,9,92
13,109,17,95
14,122,18,123
22,104,24,107
27,94,28,97
20,85,29,106
11,109,30,103
23,91,3,100
13,80,5,83
1,94,21,107
20,97,26,99
10,124,2,119
18,108,8,111
16,83,12,96
4,123,15,99
30,105,19,107
6,111,22,76
9,107,23,95
25,106,24,96
14,87,27,109
17,83,28,90
21,94,29,90
27,103,1,78
13,105,3,100
19,94,5,98
2,98,4,93
30,114,7,111
12,96,9,118
14,97,11,126
10,95,17,108
20,112,25,110
15,97,16,100
29,98,21,104
18,101,24,108
23,76,28,96
16,100,1,88
22,105,3,82
23,96,5,115
24,94,7,104
11,108,8,114
13,105,9,103
28,90,12,106
30,95,15,112
19,101,25,105
29,81,27,118
6,89,2,77
17,95,14,113
8,112,18,100
11,97,26,107
23,106,1,127
16,104,3,98
15,85,5,98
2,116,9,119
24,103,10,128
7,81,12,107
17,90,13,103
18,102,20,107
25,90,21,106
4,98,22,113
30,95,27,114
19,104,29,94
28,99,4,109
21,100,6,104
11,107,14,87
1,109,2,101
9,147,5,144
15,88,7,97
17,112,10,121
3,97,12,104
28,108,16,94
26,95,18,99
25,94,22,102
20,107,23,97
19,88,24,104
13,107,27,115
8,88,29,97
13,97,11,107
12,84,15,96
5,91,20,107
14,78,21,118
4,101,30,109
18,100,3,85
23,86,6,108
19,130,8,125
25,109,16,116
1,103,22,100
17,101,24,95
26,104,28,94
25,97,1,106
18,99,2,113
3,105,5,102
4,95,11,102
21,100,13,99
22,107,20,99
12,92,27,106
24,89,29,110
26,99,30,113
14,111,8,107
9,93,16,92
15,104,23,90
7,99,28,103
9,100,1,107
7,119,3,118
2,102,4,89
20,84,6,91
29,85,10,103
26,108,12,106
21,120,14,85
23,100,17,113
27,108,18,83
25,89,19,115
11,101,22,104
8,104,24,96
15,91,30,100
6,83,10,89
27,84,11,88
13,94,14,84
19,88,16,94
5,105,21,96
20,98,1,117
30,111,3,96
15,92,4,98
5,111,7,118
2,99,9,93
28,111,17,90
12,102,18,88
11,108,19,110
16,108,22,101
23,111,24,104
6,76,25,105
8,86,27,101
13,109,29,104
20,91,2,100
14,96,15,112
8,112,21,122
25,98,26,94
28,97,5,104
14,98,4,108
17,93,7,103
26,103,10,122
1,87,12,93
3,111,16,105
19,89,22,104
6,101,24,97
18,95,27,101
23,91,29,95
13,108,30,91
6,93,8,87
1,121,11,115
16,90,15,99
9,96,20,108
17,123,21,131
14,112,2,104
12,100,5,102
13,122,4,117
10,91,7,114
29,80,18,94
3,93,22,100
8,103,25,110
23,110,26,105
24,79,27,112
30,91,28,94
18,90,9,115
10,114,11,110
17,120,12,116
13,95,19,89
24,106,21,110
25,96,29,109
20,81,5,108
23,84,14,93
7,82,16,106
4,94,28,104
22,91,30,103
3,100,2,97
21,109,4,90
22,79,6,104
19,105,7,98
8,108,10,111
9,82,12,94
23,99,13,130
17,95,18,85
24,119,26,142
11,103,27,121
15,87,29,92
25,112,8,106
24,77,14,97
1,97,20,111
5,115,28,113
16,97,30,75
2,103,3,94
28,100,6,122
22,89,9,115
4,101,10,111
