Date,Home Team,Away Team,dSRS,Away Team Win Probability
,NOP,LAC,9.22002569128669,0.8801662176947094
,NYK,MIN,-1.3883991171151155,0.46812333719396193
,PHI,ORL,7.33687931872099,0.8344329113315169
,SAS,WAS,-4.432088990846629,0.3237879688068701
,TOR,LAL,-13.119095293264804,0.07771406384107084
,CHA,MIN,-10.161920115216343,0.13211527965039532
,DAL,CHI,-2.211406822802136,0.4274454432148905
,GSW,PHX,-15.170542001219118,0.052944755835650496
,MEM,LAL,-5.178394333481596,0.2920023619084118
,MIL,BRK,-3.8623177147882193,0.34922136459662984
,PHI,BOS,12.097850200147011,0.9288772961637005
,POR,MIA,5.661993049384125,0.7828577962668193
,TOR,ATL,1.6286320562643617,0.6167382224922454
,UTA,DEN,-6.201422059576638,0.2515647255582872
,DET,ORL,-4.363272776573998,0.3268086998127023
,LAC,IND,-3.659261351556415,0.3585064977494206
,NYK,SAC,-1.9926801061488346,0.43818386692410566
